"","IDCNTRY","booklet_id","IDSCHOOL","IDCLASS","person_id","ITSEX","dum.fr","dum.eng","dum.hk","dum.kor","dum.qat","dum.nor","dum.twn","ME52024","ME52058A","ME52058B","ME52125","ME52229","ME52063","ME52072","ME52146A","ME52146B","ME52092","ME52046","ME52083","ME52082","ME52161","ME52418A","ME52418B","ME72007","ME72025","ME72017","ME72190","ME72068","ME72076","ME72056","ME72098","ME72103","ME72121","ME72180","ME72198","ME72227","ME72170","ME72209","cont"
"1309","NOR","Booklet 01","5203","520301","57852030102","Male",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"1310","NOR","Booklet 01","5203","520301","57852030118","Female",0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1
"1311","NOR","Booklet 01","5205","520502","57852050215","Male",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
"1312","NOR","Booklet 01","5205","520504","57852050404","Female",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"1313","NOR","Booklet 01","5205","520504","57852050420","Female",0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"1314","NOR","Booklet 01","5206","520602","57852060207","Male",0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1
"1315","NOR","Booklet 01","5207","520702","57852070211","Female",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1316","NOR","Booklet 01","5208","520803","57852080311","Male",0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"1317","NOR","Booklet 01","5208","520803","57852080327","Female",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1
"1318","NOR","Booklet 01","5210","521001","57852100114","Female",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1319","NOR","Booklet 01","5210","521001","57852100130","Female",0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1
"1320","NOR","Booklet 01","5211","521102","57852110210","Female",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
"1321","NOR","Booklet 01","5211","521102","57852110226","Male",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1322","NOR","Booklet 01","5212","521201","57852120112","Male",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1323","NOR","Booklet 01","5212","521201","57852120144","Female",0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1
"1324","NOR","Booklet 01","5212","521203","57852120310","Male",0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"1325","NOR","Booklet 01","5212","521203","57852120326","Male",0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1
"1326","NOR","Booklet 01","5213","521302","57852130204","Male",0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1
"1327","NOR","Booklet 01","5213","521302","57852130220","Male",0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1
"1328","NOR","Booklet 01","5213","521304","57852130406","Female",0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1329","NOR","Booklet 01","5213","521304","57852130422","Female",0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
"1330","NOR","Booklet 01","5214","521401","57852140116","Female",0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1
"1331","NOR","Booklet 01","5215","521502","57852150204","Female",0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1
"1332","NOR","Booklet 01","5215","521504","57852150410","Male",0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
"1333","NOR","Booklet 01","5215","521504","57852150426","Male",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"1334","TWN","Booklet 01","5001","500101","15850010113","Female",0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0
"1335","TWN","Booklet 01","5002","500203","15850020312","Male",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1336","TWN","Booklet 01","5002","500203","15850020328","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1337","TWN","Booklet 01","5003","500308","15850030808","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
"1338","TWN","Booklet 01","5003","500308","15850030824","Female",0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0
"1339","TWN","Booklet 01","5004","500407","15850040712","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
"1340","TWN","Booklet 01","5004","500407","15850040728","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"1341","TWN","Booklet 01","5005","500503","15850050316","Female",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"1342","TWN","Booklet 01","5006","500603","15850060302","Female",0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"1343","TWN","Booklet 01","5006","500603","15850060318","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1344","TWN","Booklet 01","5006","500603","15850060334","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
"1345","TWN","Booklet 01","5007","500718","15850071801","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"1346","TWN","Booklet 01","5007","500718","15850071817","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1347","TWN","Booklet 01","5008","500806","15850080610","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"1348","TWN","Booklet 01","5008","500806","15850080626","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,2,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0
"1349","TWN","Booklet 01","5009","500923","15850092309","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
"1350","TWN","Booklet 01","5009","500923","15850092325","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1351","TWN","Booklet 01","5010","501022","15850102212","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1352","TWN","Booklet 01","5010","501022","15850102228","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
"1353","TWN","Booklet 01","5011","501103","15850110304","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
"1354","TWN","Booklet 01","5011","501103","15850110320","Female",0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"1355","TWN","Booklet 01","5012","501203","15850120311","Male",0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
"1356","TWN","Booklet 01","5012","501203","15850120327","Female",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1357","TWN","Booklet 01","5013","501311","15850131107","Male",0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,2,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0
"1358","TWN","Booklet 01","5013","501311","15850131123","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"1359","TWN","Booklet 01","5014","501412","15850141214","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"1360","TWN","Booklet 01","5014","501412","15850141230","Female",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1361","TWN","Booklet 01","5015","501501","15850150112","Male",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1362","TWN","Booklet 01","5015","501505","15850150505","Male",0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"1363","TWN","Booklet 01","5016","501609","15850160905","Male",0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
"1364","TWN","Booklet 01","5016","501609","15850160921","Female",0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,2,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0
"1365","TWN","Booklet 01","5017","501703","15850170303","Male",0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"1366","TWN","Booklet 01","5018","501805","15850180509","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1367","TWN","Booklet 01","5019","501907","15850190709","Female",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1368","TWN","Booklet 01","5020","502001","15850200110","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0
"1369","TWN","Booklet 01","5021","502101","15850210106","Female",0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1370","TWN","Booklet 01","5022","502206","15850220603","Male",0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"1371","TWN","Booklet 01","5022","502206","15850220619","Female",0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"1372","TWN","Booklet 01","5023","502314","15850231415","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1373","TWN","Booklet 01","5024","502407","15850240706","Male",0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,2,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
"1374","TWN","Booklet 01","5024","502407","15850240722","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0
"1375","TWN","Booklet 01","5025","502509","15850250912","Male",0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
"1376","TWN","Booklet 01","5025","502509","15850250928","Female",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"1377","TWN","Booklet 01","5026","502603","15850260316","Female",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"1378","TWN","Booklet 01","5027","502701","15850270105","Male",0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1379","TWN","Booklet 01","5027","502701","15850270121","Female",0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0
"1380","TWN","Booklet 01","5028","502807","15850280723","Female",0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1381","TWN","Booklet 01","5029","502905","15850290502","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1382","TWN","Booklet 01","5029","502905","15850290518","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1383","TWN","Booklet 01","5030","503002","15850300207","Female",0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1384","TWN","Booklet 01","5032","503204","15850320408","Male",0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0
"1385","TWN","Booklet 01","5032","503204","15850320424","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1386","TWN","Booklet 01","5033","503302","15850330205","Male",0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"1387","TWN","Booklet 01","5033","503302","15850330221","Female",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"1388","TWN","Booklet 01","5034","503405","15850340513","Female",0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,2,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0
"1389","TWN","Booklet 01","5035","503509","15850350915","Male",0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,2,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0
"1390","TWN","Booklet 01","5036","503604","15850360411","Female",0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0
"1391","TWN","Booklet 01","5036","503604","15850360427","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1392","TWN","Booklet 01","5036","503604","15850360443","Female",0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"1393","TWN","Booklet 01","5037","503704","15850370406","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
"1394","TWN","Booklet 01","5038","503805","15850380503","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1395","TWN","Booklet 01","5038","503805","15850380519","Female",0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0
"1396","TWN","Booklet 01","5039","503905","15850390508","Female",0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1397","TWN","Booklet 01","5039","503905","15850390524","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"1398","TWN","Booklet 01","5040","504010","15850401005","Female",0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0
"1399","TWN","Booklet 01","5040","504010","15850401021","Male",0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,2,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0
"1400","TWN","Booklet 01","5041","504109","15850410914","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0
"1401","TWN","Booklet 01","5041","504109","15850410930","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1402","TWN","Booklet 01","5041","504109","15850410946","Female",0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1403","TWN","Booklet 01","5042","504207","15850420707","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"1404","TWN","Booklet 01","5042","504207","15850420723","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1405","TWN","Booklet 01","5043","504314","15850431410","Male",0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,2,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0
"1406","TWN","Booklet 01","5043","504314","15850431426","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"1407","TWN","Booklet 01","5044","504406","15850440611","Male",0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,2,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
"1408","TWN","Booklet 01","5044","504406","15850440627","Female",0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
"1409","TWN","Booklet 01","5045","504516","15850451610","Male",0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1410","TWN","Booklet 01","5045","504516","15850451626","Female",0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1411","TWN","Booklet 01","5046","504617","15850461727","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1412","TWN","Booklet 01","5047","504711","15850471114","Male",0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0
"1413","TWN","Booklet 01","5048","504801","15850480114","Female",0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,2,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0
"1414","TWN","Booklet 01","5049","504905","15850490510","Male",0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,2,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0
"1415","TWN","Booklet 01","5049","504905","15850490526","Female",0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0
"1416","TWN","Booklet 01","5050","505003","15850500307","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
"1417","TWN","Booklet 01","5050","505003","15850500323","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"1418","TWN","Booklet 01","5050","505003","15850500339","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1419","TWN","Booklet 01","5051","505102","15850510201","Female",0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"1420","TWN","Booklet 01","5051","505102","15850510217","Male",0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
"1421","TWN","Booklet 01","5052","505208","15850520807","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1422","TWN","Booklet 01","5052","505208","15850520823","Female",0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0
"1423","TWN","Booklet 01","5053","505303","15850530309","Female",0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,2,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0
"1424","TWN","Booklet 01","5053","505303","15850530325","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1425","TWN","Booklet 01","5054","505406","15850540608","Male",0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
"1426","TWN","Booklet 01","5054","505406","15850540624","Male",0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"1427","TWN","Booklet 01","5055","505502","15850550210","Male",0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,2,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0
"1428","TWN","Booklet 01","5056","505610","15850561014","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1429","TWN","Booklet 01","5057","505706","15850570601","Male",0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
"1430","TWN","Booklet 01","5057","505706","15850570617","Female",0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"1431","TWN","Booklet 01","5058","505805","15850580513","Female",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0
"1432","TWN","Booklet 01","5058","505805","15850580529","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1433","TWN","Booklet 01","5058","505805","15850580545","Male",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1434","TWN","Booklet 01","5059","505904","15850590413","Male",0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
"1435","TWN","Booklet 01","5060","506003","15850600321","Male",0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0
"1436","TWN","Booklet 01","5060","506003","15850600337","Female",0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
